Year,League,TeamIdAlt,FranchiseId,Division,Rank,Wins,Losses,Runs,HomeRuns,ERA,Name,Park,TeamId
1991,AL,CLE,CLE,E,7,57,105,576,79,4.23,Cleveland Indians,Cleveland Stadium,CLE
1991,AL,DET,DET,E,2,84,78,817,209,4.51,Detroit Tigers,Tiger Stadium,DET
1991,NL,HOU,HOU,W,6,65,97,605,79,4,Houston Astros,Astrodome,HOU
1991,AL,KCA,KCR,W,6,82,80,727,117,3.92,Kansas City Royals,Royals Stadium,KCR
1991,NL,LAN,LAD,W,2,93,69,665,108,3.06,Los Angeles Dodgers,Dodger Stadium,LAD
1991,AL,MIN,MIN,W,1,95,67,776,140,3.69,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1991,AL,ML4,MIL,E,4,83,79,799,116,4.14,Milwaukee Brewers,County Stadium,MIL
1991,NL,MON,WSN,E,6,71,90,579,95,3.64,Montreal Expos,Stade Olympique,MON
1991,AL,NYA,NYY,E,5,71,91,674,147,4.42,New York Yankees,Yankee Stadium II,NYY
1991,NL,NYN,NYM,E,5,77,84,640,117,3.56,New York Mets,Shea Stadium,NYM
1991,AL,OAK,OAK,W,4,84,78,760,159,4.57,Oakland Athletics,Oakland Coliseum,OAK
1991,NL,PHI,PHI,E,3,78,84,629,111,3.86,Philadelphia Phillies,Veterans Stadium,PHI
1991,NL,PIT,PIT,E,1,98,64,768,126,3.44,Pittsburgh Pirates,Three Rivers Stadium,PIT
1991,NL,SDN,SDP,W,3,84,78,636,121,3.57,San Diego Padres,Jack Murphy Stadium,SDP
1991,AL,SEA,SEA,W,5,83,79,702,126,3.79,Seattle Mariners,Kingdome,SEA
1991,NL,SFN,SFG,W,4,75,87,649,141,4.03,San Francisco Giants,Candlestick Park,SFG
1991,NL,SLN,STL,E,2,84,78,651,68,3.69,St. Louis Cardinals,Busch Stadium II,STL
1991,AL,TEX,TEX,W,3,85,77,829,177,4.47,Texas Rangers,Arlington Stadium,TEX
1991,AL,TOR,TOR,E,1,91,71,684,133,3.5,Toronto Blue Jays,Skydome,TOR
1992,NL,ATL,ATL,W,1,98,64,682,138,3.14,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1992,AL,BAL,BAL,E,3,89,73,705,148,3.79,Baltimore Orioles,Oriole Park at Camden Yards,BAL
1992,AL,BOS,BOS,E,7,73,89,599,84,3.58,Boston Red Sox,Fenway Park II,BOS
1992,AL,CAL,ANA,W,5,72,90,579,88,3.84,California Angels,Anaheim Stadium,CAL
1992,AL,CHA,CHW,W,3,86,76,738,110,3.82,Chicago White Sox,Comiskey Park II,CHW
1992,NL,CHN,CHC,E,4,78,84,593,104,3.39,Chicago Cubs,Wrigley Field,CHC
1992,NL,CIN,CIN,W,2,90,72,660,99,3.46,Cincinnati Reds,Riverfront Stadium,CIN
1992,AL,CLE,CLE,E,4,76,86,674,127,4.11,Cleveland Indians,Cleveland Stadium,CLE
1992,AL,DET,DET,E,6,75,87,791,182,4.6,Detroit Tigers,Tiger Stadium,DET
1992,NL,HOU,HOU,W,4,81,81,608,96,3.72,Houston Astros,Astrodome,HOU
1992,AL,KCA,KCR,W,5,72,90,610,75,3.81,Kansas City Royals,Royals Stadium,KCR
1992,NL,LAN,LAD,W,6,63,99,548,72,3.41,Los Angeles Dodgers,Dodger Stadium,LAD
1992,AL,MIN,MIN,W,2,90,72,747,104,3.7,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1992,AL,ML4,MIL,E,2,92,70,740,82,3.43,Milwaukee Brewers,County Stadium,MIL
1992,NL,MON,WSN,E,2,87,75,648,102,3.25,Montreal Expos,Stade Olympique,MON
1992,AL,NYA,NYY,E,4,76,86,733,163,4.21,New York Yankees,Yankee Stadium II,NYY
1992,NL,NYN,NYM,E,5,72,90,599,93,3.66,New York Mets,Shea Stadium,NYM
1992,AL,OAK,OAK,W,1,96,66,745,142,3.73,Oakland Athletics,Oakland Coliseum,OAK
1992,NL,PHI,PHI,E,6,70,92,686,118,4.11,Philadelphia Phillies,Veterans Stadium,PHI
1992,NL,PIT,PIT,E,1,96,66,693,106,3.35,Pittsburgh Pirates,Three Rivers Stadium,PIT
1992,NL,SDN,SDP,W,3,82,80,617,135,3.56,San Diego Padres,Jack Murphy Stadium,SDP
1992,AL,SEA,SEA,W,7,64,98,679,149,4.55,Seattle Mariners,Kingdome,SEA
1992,NL,SFN,SFG,W,5,72,90,574,105,3.61,San Francisco Giants,Candlestick Park,SFG
1992,NL,SLN,STL,E,3,83,79,631,94,3.38,St. Louis Cardinals,Busch Stadium II,STL
1992,AL,TEX,TEX,W,4,77,85,682,159,4.09,Texas Rangers,Arlington Stadium,TEX
1992,AL,TOR,TOR,E,1,96,66,780,163,3.91,Toronto Blue Jays,Skydome,TOR
1993,NL,ATL,ATL,W,1,104,58,767,169,3.14,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1993,AL,BAL,BAL,E,3,85,77,786,157,4.31,Baltimore Orioles,Oriole Park at Camden Yards,BAL
1993,AL,BOS,BOS,E,5,80,82,686,114,3.77,Boston Red Sox,Fenway Park II,BOS
1993,AL,CAL,ANA,W,5,71,91,684,114,4.34,California Angels,Anaheim Stadium,CAL
1993,AL,CHA,CHW,W,1,94,68,776,162,3.7,Chicago White Sox,Comiskey Park II,CHW
1993,NL,CHN,CHC,E,4,84,78,738,161,4.18,Chicago Cubs,Wrigley Field,CHC
1993,NL,CIN,CIN,W,5,73,89,722,137,4.51,Cincinnati Reds,Riverfront Stadium,CIN
1993,AL,CLE,CLE,E,6,76,86,790,141,4.58,Cleveland Indians,Cleveland Stadium,CLE
1993,NL,COL,COL,W,6,67,95,758,142,5.41,Colorado Rockies,Mile High Stadium,COL
1993,AL,DET,DET,E,3,85,77,899,178,4.65,Detroit Tigers,Tiger Stadium,DET
1993,NL,FLO,FLA,E,6,64,98,581,94,4.13,Florida Marlins,Joe Robbie Stadium,FLA
1993,NL,HOU,HOU,W,3,85,77,716,138,3.49,Houston Astros,Astrodome,HOU
1993,AL,KCA,KCR,W,3,84,78,675,125,4.04,Kansas City Royals,Kauffman Stadium,KCR
1993,NL,LAN,LAD,W,4,81,81,675,130,3.5,Los Angeles Dodgers,Dodger Stadium,LAD
1993,AL,MIN,MIN,W,5,71,91,693,121,4.71,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1993,AL,ML4,MIL,E,7,69,93,733,125,4.45,Milwaukee Brewers,County Stadium,MIL
1993,NL,MON,WSN,E,2,94,68,732,122,3.55,Montreal Expos,Stade Olympique,MON
1993,AL,NYA,NYY,E,2,88,74,821,178,4.35,New York Yankees,Yankee Stadium II,NYY
1993,NL,NYN,NYM,E,7,59,103,672,158,4.05,New York Mets,Shea Stadium,NYM
1993,AL,OAK,OAK,W,7,68,94,715,158,4.9,Oakland Athletics,Oakland Coliseum,OAK
1993,NL,PHI,PHI,E,1,97,65,877,156,3.95,Philadelphia Phillies,Veterans Stadium,PHI
1993,NL,PIT,PIT,E,5,75,87,707,110,4.77,Pittsburgh Pirates,Three Rivers Stadium,PIT
1993,NL,SDN,SDP,W,7,61,101,679,153,4.23,San Diego Padres,Jack Murphy Stadium,SDP
1993,AL,SEA,SEA,W,4,82,80,734,161,4.2,Seattle Mariners,Kingdome,SEA
1993,NL,SFN,SFG,W,2,103,59,808,168,3.61,San Francisco Giants,Candlestick Park,SFG
1993,NL,SLN,STL,E,3,87,75,758,118,4.09,St. Louis Cardinals,Busch Stadium II,STL
1993,AL,TEX,TEX,W,2,86,76,835,181,4.28,Texas Rangers,Arlington Stadium,TEX
1993,AL,TOR,TOR,E,1,95,67,847,159,4.21,Toronto Blue Jays,Skydome,TOR
1994,NL,ATL,ATL,E,2,68,46,542,137,3.57,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1994,AL,BAL,BAL,E,2,63,49,589,139,4.31,Baltimore Orioles,Oriole Park at Camden Yards,BAL
1994,AL,BOS,BOS,E,4,54,61,552,120,4.93,Boston Red Sox,Fenway Park II,BOS
1994,AL,CAL,ANA,W,4,47,68,543,120,5.42,California Angels,Anaheim Stadium,CAL
1994,AL,CHA,CHW,C,1,67,46,633,121,3.95,Chicago White Sox,Comiskey Park II,CHW
1994,NL,CHN,CHC,C,5,49,64,500,109,4.47,Chicago Cubs,Wrigley Field,CHC
1994,NL,CIN,CIN,C,1,66,48,609,124,3.78,Cincinnati Reds,Riverfront Stadium,CIN
1994,AL,CLE,CLE,C,2,66,47,679,167,4.36,Cleveland Indians,Jacobs Field,CLE
1994,NL,COL,COL,W,3,53,64,573,125,5.15,Colorado Rockies,Mile High Stadium,COL
1994,AL,DET,DET,E,5,53,62,652,161,5.38,Detroit Tigers,Tiger Stadium,DET
1994,NL,FLO,FLA,E,5,51,64,468,94,4.5,Florida Marlins,Joe Robbie Stadium,FLA
1994,NL,HOU,HOU,C,2,66,49,602,120,3.97,Houston Astros,Astrodome,HOU
1994,AL,KCA,KCR,C,3,64,51,574,100,4.23,Kansas City Royals,Kauffman Stadium,KCR
1994,NL,LAN,LAD,W,1,58,56,532,115,4.23,Los Angeles Dodgers,Dodger Stadium,LAD
1994,AL,MIN,MIN,C,4,53,60,594,103,5.68,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1994,AL,ML4,MIL,C,5,53,62,547,99,4.62,Milwaukee Brewers,County Stadium,MIL
1994,NL,MON,WSN,E,1,74,40,585,108,3.56,Montreal Expos,Stade Olympique,MON
1994,AL,NYA,NYY,E,1,70,43,670,139,4.34,New York Yankees,Yankee Stadium II,NYY
1994,NL,NYN,NYM,E,3,55,58,506,117,4.13,New York Mets,Shea Stadium,NYM
1994,AL,OAK,OAK,W,2,51,63,549,113,4.82,Oakland Athletics,Oakland Coliseum,OAK
1994,NL,PHI,PHI,E,4,54,61,521,80,3.85,Philadelphia Phillies,Veterans Stadium,PHI
1994,NL,PIT,PIT,C,3,53,61,466,80,4.64,Pittsburgh Pirates,Three Rivers Stadium,PIT
1994,NL,SDN,SDP,W,4,47,70,479,92,4.08,San Diego Padres,Jack Murphy Stadium,SDP
1994,AL,SEA,SEA,W,3,49,63,569,153,4.99,Seattle Mariners,Kingdome,SEA
1994,NL,SFN,SFG,W,2,55,60,504,123,3.99,San Francisco Giants,Candlestick Park,SFG
1994,NL,SLN,STL,C,3,53,61,535,108,5.14,St. Louis Cardinals,Busch Stadium II,STL
1994,AL,TEX,TEX,W,1,52,62,613,124,5.45,Texas Rangers,The Ballpark at Arlington,TEX
1994,AL,TOR,TOR,E,3,55,60,566,115,4.7,Toronto Blue Jays,Skydome,TOR
1995,NL,ATL,ATL,E,1,90,54,645,168,3.44,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1995,AL,BAL,BAL,E,3,71,73,704,173,4.31,Baltimore Orioles,Oriole Park at Camden Yards,BAL
1995,AL,BOS,BOS,E,1,86,58,791,175,4.39,Boston Red Sox,Fenway Park II,BOS
1995,AL,CAL,ANA,W,2,78,67,801,186,4.52,California Angels,Anaheim Stadium,CAL
1995,AL,CHA,CHW,C,3,68,76,755,146,4.85,Chicago White Sox,Comiskey Park II,CHW
1995,NL,CHN,CHC,C,3,73,71,693,158,4.13,Chicago Cubs,Wrigley Field,CHC
1995,NL,CIN,CIN,C,1,85,59,747,161,4.03,Cincinnati Reds,Riverfront Stadium,CIN
1995,AL,CLE,CLE,C,1,100,44,840,207,3.83,Cleveland Indians,Jacobs Field,CLE
1995,NL,COL,COL,W,2,77,67,785,200,4.97,Colorado Rockies,Coors Field,COL
1995,AL,DET,DET,E,4,60,84,654,159,5.49,Detroit Tigers,Tiger Stadium,DET
1995,NL,FLO,FLA,E,4,67,76,673,144,4.27,Florida Marlins,Joe Robbie Stadium,FLA
1995,NL,HOU,HOU,C,2,76,68,747,109,4.06,Houston Astros,Astrodome,HOU
1995,AL,KCA,KCR,C,2,70,74,629,119,4.49,Kansas City Royals,Kauffman Stadium,KCR
1995,NL,LAN,LAD,W,1,78,66,634,140,3.66,Los Angeles Dodgers,Dodger Stadium,LAD
1995,AL,MIN,MIN,C,5,56,88,703,120,5.76,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1995,AL,ML4,MIL,C,4,65,79,740,128,4.82,Milwaukee Brewers,County Stadium,MIL
1995,NL,MON,WSN,E,5,66,78,621,118,4.11,Montreal Expos,Stade Olympique,MON
1995,AL,NYA,NYY,E,2,79,65,749,122,4.56,New York Yankees,Yankee Stadium II,NYY
1995,NL,NYN,NYM,E,2,69,75,657,125,3.88,New York Mets,Shea Stadium,NYM
1995,AL,OAK,OAK,W,4,67,77,730,169,4.93,Oakland Athletics,Oakland Coliseum,OAK
1995,NL,PHI,PHI,E,2,69,75,615,94,4.21,Philadelphia Phillies,Veterans Stadium,PHI
1995,NL,PIT,PIT,C,5,58,86,629,125,4.7,Pittsburgh Pirates,Three Rivers Stadium,PIT
1995,NL,SDN,SDP,W,3,70,74,668,116,4.13,San Diego Padres,Jack Murphy Stadium,SDP
1995,AL,SEA,SEA,W,1,79,66,796,182,4.5,Seattle Mariners,Kingdome,SEA
1995,NL,SFN,SFG,W,4,67,77,652,152,4.86,San Francisco Giants,Candlestick Park,SFG
1995,NL,SLN,STL,C,4,62,81,563,107,4.09,St. Louis Cardinals,Busch Stadium II,STL
1995,AL,TEX,TEX,W,3,74,70,691,138,4.66,Texas Rangers,The Ballpark at Arlington,TEX
1995,AL,TOR,TOR,E,5,56,88,642,140,4.88,Toronto Blue Jays,Skydome,TOR
1996,NL,ATL,ATL,E,1,96,66,773,197,3.54,Atlanta Braves,Atlanta-Fulton County Stadium,ATL
1996,AL,BAL,BAL,E,2,88,74,949,257,5.15,Baltimore Orioles,Oriole Park at Camden Yards,BAL
1996,AL,BOS,BOS,E,3,85,77,928,209,5,Boston Red Sox,Fenway Park II,BOS
1996,AL,CAL,ANA,W,4,70,91,762,192,5.31,California Angels,Anaheim Stadium,CAL
1996,AL,CHA,CHW,C,2,85,77,898,195,4.53,Chicago White Sox,Comiskey Park II,CHW
1996,NL,CHN,CHC,C,4,76,86,772,175,4.36,Chicago Cubs,Wrigley Field,CHC
1996,NL,CIN,CIN,C,3,81,81,778,191,4.33,Cincinnati Reds,Riverfront Stadium,CIN
1996,AL,CLE,CLE,C,1,99,62,952,218,4.35,Cleveland Indians,Jacobs Field,CLE
1996,NL,COL,COL,W,3,83,79,961,221,5.6,Colorado Rockies,Coors Field,COL
1996,AL,DET,DET,E,5,53,109,783,204,6.38,Detroit Tigers,Tiger Stadium,DET
1996,NL,FLO,FLA,E,3,80,82,688,150,3.95,Florida Marlins,Joe Robbie Stadium,FLA
1996,NL,HOU,HOU,C,2,82,80,753,129,4.38,Houston Astros,Astrodome,HOU
1996,AL,KCA,KCR,C,5,75,86,746,123,4.55,Kansas City Royals,Kauffman Stadium,KCR
1996,NL,LAN,LAD,W,2,90,72,703,150,3.48,Los Angeles Dodgers,Dodger Stadium,LAD
1996,AL,MIN,MIN,C,4,78,84,877,118,5.3,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1996,AL,ML4,MIL,C,3,80,82,894,178,5.17,Milwaukee Brewers,County Stadium,MIL
1996,NL,MON,WSN,E,2,88,74,741,148,3.78,Montreal Expos,Stade Olympique,MON
1996,AL,NYA,NYY,E,1,92,70,871,162,4.65,New York Yankees,Yankee Stadium II,NYY
1996,NL,NYN,NYM,E,4,71,91,746,147,4.22,New York Mets,Shea Stadium,NYM
1996,AL,OAK,OAK,W,3,78,84,861,243,5.2,Oakland Athletics,Oakland Coliseum,OAK
1996,NL,PHI,PHI,E,5,67,95,650,132,4.49,Philadelphia Phillies,Veterans Stadium,PHI
1996,NL,PIT,PIT,C,5,73,89,776,138,4.64,Pittsburgh Pirates,Three Rivers Stadium,PIT
1996,NL,SDN,SDP,W,1,91,71,771,147,3.73,San Diego Padres,Jack Murphy Stadium,SDP
1996,AL,SEA,SEA,W,2,85,76,993,245,5.21,Seattle Mariners,Kingdome,SEA
1996,NL,SFN,SFG,W,4,68,94,752,153,4.72,San Francisco Giants,Candlestick Park,SFG
1996,NL,SLN,STL,C,1,88,74,759,142,3.98,St. Louis Cardinals,Busch Stadium II,STL
1996,AL,TEX,TEX,W,1,90,72,928,221,4.66,Texas Rangers,The Ballpark at Arlington,TEX
1996,AL,TOR,TOR,E,4,74,88,766,177,4.58,Toronto Blue Jays,Skydome,TOR
1997,AL,ANA,ANA,W,2,84,78,829,161,4.52,Anaheim Angels,Edison International Field,ANA
1997,NL,ATL,ATL,E,1,101,61,791,174,3.18,Atlanta Braves,Turner Field,ATL
1997,AL,BAL,BAL,E,1,98,64,812,196,3.91,Baltimore Orioles,Oriole Park at Camden Yards,BAL
1997,AL,BOS,BOS,E,4,78,84,851,185,4.87,Boston Red Sox,Fenway Park II,BOS
1997,AL,CHA,CHW,C,2,80,81,779,158,4.74,Chicago White Sox,Comiskey Park II,CHW
1997,NL,CHN,CHC,C,5,68,94,687,127,4.44,Chicago Cubs,Wrigley Field,CHC
1997,NL,CIN,CIN,C,3,76,86,651,142,4.42,Cincinnati Reds,Cinergy Field,CIN
1997,AL,CLE,CLE,C,1,86,75,868,220,4.73,Cleveland Indians,Jacobs Field,CLE
1997,NL,COL,COL,W,3,83,79,923,239,5.25,Colorado Rockies,Coors Field,COL
1997,AL,DET,DET,E,3,79,83,784,176,4.56,Detroit Tigers,Tiger Stadium,DET
1997,NL,FLO,FLA,E,2,92,70,740,136,3.83,Florida Marlins,Joe Robbie Stadium,FLA
1997,NL,HOU,HOU,C,1,84,78,777,133,3.67,Houston Astros,Astrodome,HOU
1997,AL,KCA,KCR,C,5,67,94,747,158,4.71,Kansas City Royals,Kauffman Stadium,KCR
1997,NL,LAN,LAD,W,2,88,74,742,174,3.63,Los Angeles Dodgers,Dodger Stadium,LAD
1997,AL,MIN,MIN,C,4,68,94,772,132,5.02,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1997,AL,ML4,MIL,C,3,78,83,681,135,4.22,Milwaukee Brewers,County Stadium,MIL
1997,NL,MON,WSN,E,4,78,84,691,172,4.14,Montreal Expos,Stade Olympique,MON
1997,AL,NYA,NYY,E,2,96,66,891,161,3.84,New York Yankees,Yankee Stadium II,NYY
1997,NL,NYN,NYM,E,3,88,74,777,153,3.95,New York Mets,Shea Stadium,NYM
1997,AL,OAK,OAK,W,4,65,97,764,197,5.49,Oakland Athletics,Oakland Coliseum,OAK
1997,NL,PHI,PHI,E,5,68,94,668,116,4.87,Philadelphia Phillies,Veterans Stadium,PHI
1997,NL,PIT,PIT,C,2,79,83,725,129,4.28,Pittsburgh Pirates,Three Rivers Stadium,PIT
1997,NL,SDN,SDP,W,4,76,86,795,152,4.99,San Diego Padres,Qualcomm Stadium,SDP
1997,AL,SEA,SEA,W,1,90,72,925,264,4.79,Seattle Mariners,Kingdome,SEA
1997,NL,SFN,SFG,W,1,90,72,784,172,4.41,San Francisco Giants,3Com Park,SFG
1997,NL,SLN,STL,C,4,73,89,689,144,3.9,St. Louis Cardinals,Busch Stadium II,STL
1997,AL,TEX,TEX,W,3,77,85,807,187,4.68,Texas Rangers,The Ballpark at Arlington,TEX
1997,AL,TOR,TOR,E,5,76,86,654,147,3.92,Toronto Blue Jays,Skydome,TOR
1998,AL,ANA,ANA,W,2,85,77,787,147,4.49,Anaheim Angels,Edison International Field,ANA
1998,NL,ARI,ARI,W,5,65,97,665,159,4.64,Arizona Diamondbacks,Bank One Ballpark,ARI
1998,NL,ATL,ATL,E,1,106,56,826,215,3.25,Atlanta Braves,Turner Field,ATL
1998,AL,BAL,BAL,E,4,79,83,817,214,4.73,Baltimore Orioles,Oriole Park at Camden Yards,BAL
1998,AL,BOS,BOS,E,2,92,70,876,205,4.19,Boston Red Sox,Fenway Park II,BOS
1998,AL,CHA,CHW,C,2,80,82,861,198,5.24,Chicago White Sox,Comiskey Park II,CHW
1998,NL,CHN,CHC,C,2,90,73,831,212,4.5,Chicago Cubs,Wrigley Field,CHC
1998,NL,CIN,CIN,C,4,77,85,750,138,4.44,Cincinnati Reds,Cinergy Field,CIN
1998,AL,CLE,CLE,C,1,89,73,850,198,4.45,Cleveland Indians,Jacobs Field,CLE
1998,NL,COL,COL,W,4,77,85,826,183,5,Colorado Rockies,Coors Field,COL
1998,AL,DET,DET,C,5,65,97,722,165,4.93,Detroit Tigers,Tiger Stadium,DET
1998,NL,FLO,FLA,E,5,54,108,667,114,5.2,Florida Marlins,Joe Robbie Stadium,FLA
1998,NL,HOU,HOU,C,1,102,60,874,166,3.5,Houston Astros,Astrodome,HOU
1998,AL,KCA,KCR,C,3,72,89,714,134,5.16,Kansas City Royals,Kauffman Stadium,KCR
1998,NL,LAN,LAD,W,3,83,79,669,159,3.81,Los Angeles Dodgers,Dodger Stadium,LAD
1998,NL,MIL,MIL,C,5,74,88,707,152,4.63,Milwaukee Brewers,County Stadium,MIL
1998,AL,MIN,MIN,C,4,70,92,734,115,4.76,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1998,NL,MON,WSN,E,4,65,97,644,147,4.39,Montreal Expos,Stade Olympique,MON
1998,AL,NYA,NYY,E,1,114,48,965,207,3.82,New York Yankees,Yankee Stadium II,NYY
1998,NL,NYN,NYM,E,2,88,74,706,136,3.77,New York Mets,Shea Stadium,NYM
1998,AL,OAK,OAK,W,4,74,88,804,149,4.83,Oakland Athletics,Oakland Coliseum,OAK
1998,NL,PHI,PHI,E,3,75,87,713,126,4.64,Philadelphia Phillies,Veterans Stadium,PHI
1998,NL,PIT,PIT,C,6,69,93,650,107,3.91,Pittsburgh Pirates,Three Rivers Stadium,PIT
1998,NL,SDN,SDP,W,1,98,64,749,167,3.63,San Diego Padres,Qualcomm Stadium,SDP
1998,AL,SEA,SEA,W,3,76,85,859,234,4.95,Seattle Mariners,Kingdome,SEA
1998,NL,SFN,SFG,W,2,89,74,845,161,4.19,San Francisco Giants,3Com Park,SFG
1998,NL,SLN,STL,C,3,83,79,810,223,4.32,St. Louis Cardinals,Busch Stadium II,STL
1998,AL,TBA,TBD,E,5,63,99,620,111,4.35,Tampa Bay Devil Rays,Tropicana Field,TBD
1998,AL,TEX,TEX,W,1,88,74,940,201,5,Texas Rangers,The Ballpark at Arlington,TEX
1998,AL,TOR,TOR,E,3,88,74,816,221,4.29,Toronto Blue Jays,Skydome,TOR
1999,AL,ANA,ANA,W,4,70,92,711,158,4.79,Anaheim Angels,Edison International Field,ANA
1999,NL,ARI,ARI,W,1,100,62,908,216,3.77,Arizona Diamondbacks,Bank One Ballpark,ARI
1999,NL,ATL,ATL,E,1,103,59,840,197,3.63,Atlanta Braves,Turner Field,ATL
1999,AL,BAL,BAL,E,4,78,84,851,203,4.77,Baltimore Orioles,Oriole Park at Camden Yards,BAL
1999,AL,BOS,BOS,E,2,94,68,836,176,4,Boston Red Sox,Fenway Park II,BOS
1999,AL,CHA,CHW,C,2,75,86,777,162,4.92,Chicago White Sox,Comiskey Park II,CHW
1999,NL,CHN,CHC,C,6,67,95,747,189,5.27,Chicago Cubs,Wrigley Field,CHC
1999,NL,CIN,CIN,C,2,96,67,865,209,3.99,Cincinnati Reds,Cinergy Field,CIN
1999,AL,CLE,CLE,C,1,97,65,1009,209,4.9,Cleveland Indians,Jacobs Field,CLE
1999,NL,COL,COL,W,5,72,90,906,223,6.02,Colorado Rockies,Coors Field,COL
1999,AL,DET,DET,C,3,69,92,747,212,5.18,Detroit Tigers,Tiger Stadium,DET
1999,NL,FLO,FLA,E,5,64,98,691,128,4.9,Florida Marlins,Pro Player Stadium,FLA
1999,NL,HOU,HOU,C,1,97,65,823,168,3.84,Houston Astros,Astrodome,HOU
1999,AL,KCA,KCR,C,4,64,97,856,151,5.35,Kansas City Royals,Kauffman Stadium,KCR
1999,NL,LAN,LAD,W,3,77,85,793,187,4.45,Los Angeles Dodgers,Dodger Stadium,LAD
1999,NL,MIL,MIL,C,5,74,87,815,165,5.07,Milwaukee Brewers,County Stadium,MIL
1999,AL,MIN,MIN,C,5,63,97,686,105,5.02,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
1999,NL,MON,WSN,E,4,68,94,718,163,4.69,Montreal Expos,Stade Olympique,MON
1999,AL,NYA,NYY,E,1,98,64,900,193,4.13,New York Yankees,Yankee Stadium II,NYY
1999,NL,NYN,NYM,E,2,97,66,853,181,4.27,New York Mets,Shea Stadium,NYM
1999,AL,OAK,OAK,W,2,87,75,893,235,4.69,Oakland Athletics,Oakland Coliseum,OAK
1999,NL,PHI,PHI,E,3,77,85,841,161,4.93,Philadelphia Phillies,Veterans Stadium,PHI
1999,NL,PIT,PIT,C,3,78,83,775,171,4.33,Pittsburgh Pirates,Three Rivers Stadium,PIT
1999,NL,SDN,SDP,W,4,74,88,710,153,4.47,San Diego Padres,Qualcomm Stadium,SDP
1999,AL,SEA,SEA,W,3,79,83,859,244,5.24,Seattle Mariners,Kingdome / Safeco Field,SEA
1999,NL,SFN,SFG,W,2,86,76,872,188,4.71,San Francisco Giants,3Com Park,SFG
1999,NL,SLN,STL,C,4,75,86,809,194,4.74,St. Louis Cardinals,Busch Stadium II,STL
1999,AL,TBA,TBD,E,5,69,93,772,145,5.06,Tampa Bay Devil Rays,Tropicana Field,TBD
1999,AL,TEX,TEX,W,1,95,67,945,230,5.07,Texas Rangers,The Ballpark at Arlington,TEX
1999,AL,TOR,TOR,E,3,84,78,883,212,4.92,Toronto Blue Jays,Skydome,TOR
2000,AL,ANA,ANA,W,3,82,80,864,236,5,Anaheim Angels,Edison International Field,ANA
2000,NL,ARI,ARI,W,3,85,77,792,179,4.35,Arizona Diamondbacks,Bank One Ballpark,ARI
2000,NL,ATL,ATL,E,1,95,67,810,179,4.05,Atlanta Braves,Turner Field,ATL
2000,AL,BAL,BAL,E,4,74,88,794,184,5.37,Baltimore Orioles,Oriole Park at Camden Yards,BAL
2000,AL,BOS,BOS,E,2,85,77,792,167,4.23,Boston Red Sox,Fenway Park II,BOS
2000,AL,CHA,CHW,C,1,95,67,978,216,4.66,Chicago White Sox,Comiskey Park II,CHW
2000,NL,CHN,CHC,C,6,65,97,764,183,5.25,Chicago Cubs,Wrigley Field,CHC
2000,NL,CIN,CIN,C,2,85,77,825,200,4.33,Cincinnati Reds,Cinergy Field,CIN
2000,AL,CLE,CLE,C,2,90,72,950,221,4.84,Cleveland Indians,Jacobs Field,CLE
2000,NL,COL,COL,W,4,82,80,968,161,5.26,Colorado Rockies,Coors Field,COL
2000,AL,DET,DET,C,3,79,83,823,177,4.71,Detroit Tigers,Comerica Park,DET
2000,NL,FLO,FLA,E,3,79,82,731,160,4.59,Florida Marlins,Pro Player Stadium,FLA
2000,NL,HOU,HOU,C,4,72,90,938,249,5.42,Houston Astros,Enron Field,HOU
2000,AL,KCA,KCR,C,4,77,85,879,150,5.48,Kansas City Royals,Kauffman Stadium,KCR
2000,NL,LAN,LAD,W,2,86,76,798,211,4.1,Los Angeles Dodgers,Dodger Stadium,LAD
2000,NL,MIL,MIL,C,3,73,89,740,177,4.63,Milwaukee Brewers,County Stadium,MIL
2000,AL,MIN,MIN,C,5,69,93,748,116,5.14,Minnesota Twins,Hubert H Humphrey Metrodome,MIN
2000,NL,MON,WSN,E,4,67,95,738,178,5.13,Montreal Expos,Stade Olympique,MON
2000,AL,NYA,NYY,E,1,87,74,871,205,4.76,New York Yankees,Yankee Stadium II,NYY
2000,NL,NYN,NYM,E,2,94,68,807,198,4.16,New York Mets,Shea Stadium,NYM
2000,AL,OAK,OAK,W,1,91,70,947,239,4.58,Oakland Athletics,Oakland Coliseum,OAK
2000,NL,PHI,PHI,E,5,65,97,708,144,4.77,Philadelphia Phillies,Veterans Stadium,PHI
2000,NL,PIT,PIT,C,5,69,93,793,168,4.94,Pittsburgh Pirates,Three Rivers Stadium,PIT
